site_id,study_id,latitude,longitude,crop,management,ab_wildbees,ab_bombus,total_sampled_time,sampling_year,sampling_abundance
Gelselaar,Jeroen_Scheper_Brassica_napus_several_countries_2012,52.1680841251071,6.5402242725312,Brassica napus,conventional,3.0,2.0,60.0,2012,transects
Kloosterhaar,Jeroen_Scheper_Brassica_napus_several_countries_2012,52.514284285797,6.70283891787997,Brassica napus,conventional,4.0,3.0,60.0,2012,transects
Lengel,Jeroen_Scheper_Brassica_napus_several_countries_2012,51.8901053929626,6.27509703435707,Brassica napus,conventional,3.0,12.0,60.0,2012,transects
Schalkhaar,Jeroen_Scheper_Brassica_napus_several_countries_2012,52.2838335344193,6.19000472894135,Brassica napus,conventional,4.0,5.0,60.0,2012,transects
SF1,Jeroen_Scheper_Helianthus_annuus_France_2015,46.226733288989,-0.38450384303664,Helianthus annuus,conventional,10.0,6.0,,2015,transects
SF2,Jeroen_Scheper_Helianthus_annuus_France_2015,46.2481078415923,-0.452262182080704,Helianthus annuus,conventional,3.0,48.0,,2015,transects
SF3,Jeroen_Scheper_Helianthus_annuus_France_2015,46.220100913499,-0.434668935740155,Helianthus annuus,conventional,4.0,39.0,,2015,transects
SF4,Jeroen_Scheper_Helianthus_annuus_France_2015,46.2092307738201,-0.263388059460109,Helianthus annuus,conventional,1.0,17.0,,2015,transects
SF5,Jeroen_Scheper_Helianthus_annuus_France_2015,46.2001747971646,-0.447052474402227,Helianthus annuus,organic,25.0,49.0,,2015,transects
SF6,Jeroen_Scheper_Helianthus_annuus_France_2015,46.1922493154838,-0.548884135645175,Helianthus annuus,conventional,14.0,58.0,,2015,transects
SF7,Jeroen_Scheper_Helianthus_annuus_France_2015,46.1923421258147,-0.40644298463739,Helianthus annuus,conventional,7.0,23.0,,2015,transects
SF8,Jeroen_Scheper_Helianthus_annuus_France_2015,46.191175817578,-0.44163428861843,Helianthus annuus,conventional,11.0,35.0,,2015,transects
SF9,Jeroen_Scheper_Helianthus_annuus_France_2015,46.1967206873642,-0.369581641508488,Helianthus annuus,conventional,6.0,19.0,,2015,transects
SF10,Jeroen_Scheper_Helianthus_annuus_France_2015,46.18987671038,-0.524892203239548,Helianthus annuus,conventional,10.0,16.0,,2015,transects
SF11,Jeroen_Scheper_Helianthus_annuus_France_2015,46.178201579502,-0.359667446796563,Helianthus annuus,conventional,17.0,9.0,,2015,transects
SF12,Jeroen_Scheper_Helianthus_annuus_France_2015,46.1790594787165,-0.300242543828558,Helianthus annuus,conventional,1.0,0.0,,2015,transects
SF13,Jeroen_Scheper_Helianthus_annuus_France_2015,46.1201194303449,-0.517321514749689,Helianthus annuus,conventional,10.0,40.0,,2015,transects
SF14,Jeroen_Scheper_Helianthus_annuus_France_2015,46.1976011751329,-0.532370932483667,Helianthus annuus,conventional,4.0,44.0,,2015,transects
SF15,Jeroen_Scheper_Helianthus_annuus_France_2015,46.2049723170156,-0.424540952025273,Helianthus annuus,conventional,13.0,37.0,,2015,transects
SF16,Jeroen_Scheper_Helianthus_annuus_France_2015,46.1895362431053,-0.421987721835685,Helianthus annuus,conventional,3.0,30.0,,2015,transects
SF17,Jeroen_Scheper_Helianthus_annuus_France_2015,46.1986301847048,-0.264708459636587,Helianthus annuus,conventional,1.0,16.0,,2015,transects
SF18,Jeroen_Scheper_Helianthus_annuus_France_2015,46.2011144483233,-0.360211622135072,Helianthus annuus,conventional,1.0,8.0,,2015,transects
SF19,Jeroen_Scheper_Helianthus_annuus_France_2015,46.1805248573009,-0.355248515993298,Helianthus annuus,conventional,2.0,5.0,,2015,transects
SF20,Jeroen_Scheper_Helianthus_annuus_France_2015,46.1573664433819,-0.328586739657363,Helianthus annuus,conventional,7.0,7.0,,2015,transects
SF21,Jeroen_Scheper_Helianthus_annuus_France_2015,46.1432153882458,-0.325365893483243,Helianthus annuus,conventional,4.0,5.0,,2015,transects
SF22,Jeroen_Scheper_Helianthus_annuus_France_2015,46.2437180247653,-0.274799484199536,Helianthus annuus,conventional,2.0,25.0,,2015,transects
SF23,Jeroen_Scheper_Helianthus_annuus_France_2015,46.2324188462084,-0.330166611677578,Helianthus annuus,conventional,6.0,0.0,,2015,transects
SF24,Jeroen_Scheper_Helianthus_annuus_France_2015,46.1492806950299,-0.341132391493697,Helianthus annuus,conventional,0.0,15.0,,2015,transects
Alpaca,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.844631,-77.11647,Cucurbita pepo,conventional,9.0,3.0,90.0,2011,focal observations
Fish,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.98769636,-77.25185175,Cucurbita pepo,conventional,70.0,12.0,90.0,2011,focal observations
Gates,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.87052996,-77.05395759,Cucurbita pepo,conventional,28.0,1.0,90.0,2011,focal observations
GroMoore,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,43.016384,-77.707413,Cucurbita pepo,conventional,60.0,8.0,90.0,2011,focal observations
HWY251,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.999027,-77.6651,Cucurbita pepo,conventional,56.0,18.0,90.0,2011,focal observations
Hz2,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.889801,-77.037331,Cucurbita pepo,conventional,19.0,2.0,90.0,2011,focal observations
Ma6,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.943081,-77.088692,Cucurbita pepo,conventional,18.0,4.0,90.0,2011,focal observations
Macs,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.75024351,-77.01251361,Cucurbita pepo,conventional,2.0,33.0,90.0,2011,focal observations
Magog,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,43.038483,-77.302292,Cucurbita pepo,conventional,129.0,1.0,90.0,2011,focal observations
Mason,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,43.226223,-77.229378,Cucurbita pepo,conventional,45.0,6.0,90.0,2011,focal observations
Meadville,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.983925,-76.798355,Cucurbita pepo,conventional,10.0,16.0,90.0,2011,focal observations
P10,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.891544,-77.079971,Cucurbita pepo,conventional,8.0,0.0,90.0,2011,focal observations
P105,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.88076,-77.107567,Cucurbita pepo,conventional,23.0,8.0,90.0,2011,focal observations
P316,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.871185,-77.017548,Cucurbita pepo,conventional,5.0,4.0,90.0,2011,focal observations
P34,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.873226,-77.083344,Cucurbita pepo,conventional,33.0,4.0,90.0,2011,focal observations
P382,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.864452,-77.143806,Cucurbita pepo,conventional,69.0,2.0,90.0,2011,focal observations
RidgeChapel,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,43.216312,-77.219727,Cucurbita pepo,conventional,19.0,6.0,90.0,2011,focal observations
RN,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.87816168,-77.02844402,Cucurbita pepo,conventional,8.0,21.0,90.0,2011,focal observations
RS,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.8659135,-77.02972,Cucurbita pepo,conventional,2.0,7.0,90.0,2011,focal observations
Tim1,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.91326721,-76.34694904,Cucurbita pepo,conventional,146.0,5.0,90.0,2011,focal observations
Tim2,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.91737,-76.360817,Cucurbita pepo,conventional,39.0,12.0,90.0,2011,focal observations
Tim3,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.8992,-76.348801,Cucurbita pepo,conventional,397.0,6.0,90.0,2011,focal observations
Tomion,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.75912308,-77.10065157,Cucurbita pepo,conventional,5.0,2.0,90.0,2011,focal observations
Wickham,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.849888,-77.093254,Cucurbita pepo,conventional,12.0,3.0,90.0,2011,focal observations
L1763,Johan_Ekroos_Vicia_faba_Sweden_2016,56.224693,13.002534,Vicia faba,conventional,0.0,1.0,,2016,transects
L3274,Johan_Ekroos_Vicia_faba_Sweden_2016,56.306071,12.78962,Vicia faba,conventional,0.0,13.0,,2016,transects
M1444,Johan_Ekroos_Vicia_faba_Sweden_2016,55.60066,13.595592,Vicia faba,conventional,0.0,3.0,,2016,transects
M16814,Johan_Ekroos_Vicia_faba_Sweden_2016,55.55271,13.971499,Vicia faba,organic,0.0,1.0,,2016,transects
M3398,Johan_Ekroos_Vicia_faba_Sweden_2016,55.387692,13.464477,Vicia faba,organic,0.0,15.0,,2016,transects
M3655,Johan_Ekroos_Vicia_faba_Sweden_2016,55.390799,14.048841,Vicia faba,organic,0.0,6.0,,2016,transects
M3801,Johan_Ekroos_Vicia_faba_Sweden_2016,55.494064,13.895544,Vicia faba,organic,0.0,32.0,,2016,transects
M5978,Johan_Ekroos_Vicia_faba_Sweden_2016,55.628619,13.900958,Vicia faba,conventional,0.0,29.0,,2016,transects
M5980,Johan_Ekroos_Vicia_faba_Sweden_2016,55.636669,13.393289,Vicia faba,conventional,0.0,4.0,,2016,transects
M6471,Johan_Ekroos_Vicia_faba_Sweden_2016,55.607351,13.484171,Vicia faba,conventional,0.0,1.0,,2016,transects
M6516,Johan_Ekroos_Vicia_faba_Sweden_2016,55.473687,13.808316,Vicia faba,conventional,0.0,15.0,,2016,transects
M6625,Johan_Ekroos_Vicia_faba_Sweden_2016,55.885621,13.247477,Vicia faba,organic,0.0,3.0,,2016,transects
M7056,Johan_Ekroos_Vicia_faba_Sweden_2016,55.758217,13.747599,Vicia faba,organic,0.0,45.0,,2016,transects
M8377,Johan_Ekroos_Vicia_faba_Sweden_2016,55.900902,13.425308,Vicia faba,organic,0.0,2.0,,2016,transects
M8718,Johan_Ekroos_Vicia_faba_Sweden_2016,55.633519,13.809406,Vicia faba,conventional,0.0,11.0,,2016,transects
M8762,Johan_Ekroos_Vicia_faba_Sweden_2016,55.826514,13.50833,Vicia faba,organic,0.0,7.0,,2016,transects
C02,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.484167098999,-41.3119430541992,Coffea arabica,conventional,1.0,0.0,40.0,2013,sweep net
C08,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.2961111068726,-41.3819427490234,Coffea arabica,conventional,3.0,0.0,40.0,2013,sweep net
C09,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.319167137146,-41.3258323669434,Coffea arabica,conventional,3.0,2.0,40.0,2013,sweep net
C14,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-12.8619441986084,-41.522777557373,Coffea arabica,conventional,4.0,0.0,40.0,2013,sweep net
C17,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.0383329391479,-41.4249992370605,Coffea arabica,conventional,2.0,1.0,40.0,2013,sweep net
C18,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.0583333969116,-41.4152793884277,Coffea arabica,conventional,1.0,0.0,40.0,2013,sweep net
C19,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.2494440078735,-41.3344459533691,Coffea arabica,conventional,1.0,0.0,40.0,2013,sweep net
O01,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.5094442367554,-41.460277557373,Coffea arabica,organic,2.0,0.0,40.0,2013,sweep net
O03,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.4497222900391,-41.3047218322754,Coffea arabica,organic,2.0,0.0,40.0,2013,sweep net
O04,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.4138889312744,-41.3152770996094,Coffea arabica,organic,0.0,1.0,40.0,2013,sweep net
O06,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.3680553436279,-41.3347206115723,Coffea arabica,organic,2.0,0.0,40.0,2013,sweep net
O08,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.3613891601562,-41.3600006103516,Coffea arabica,organic,1.0,0.0,40.0,2013,sweep net
O09,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.352222442627,-41.3211097717285,Coffea arabica,organic,2.0,0.0,40.0,2013,sweep net
O12,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.3613891601562,-41.2922210693359,Coffea arabica,organic,0.0,2.0,40.0,2013,sweep net
O14,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.3216667175293,-41.2983322143555,Coffea arabica,organic,1.0,0.0,40.0,2013,sweep net
O18,Juliana_Hipolito_Coffea_arabica_Brazil_2013,-13.1483335494995,-41.3691673278809,Coffea arabica,organic,3.0,0.0,40.0,2013,sweep net
C03,Juliana_Hipolito_Coffea_arabica_Brazil_2014,-13.4341669082642,-41.289722442627,Coffea arabica,conventional,6.0,2.0,40.0,2014,sweep net
C04,Juliana_Hipolito_Coffea_arabica_Brazil_2014,-13.4125003814697,-41.2722206115723,Coffea arabica,conventional,1.0,2.0,40.0,2014,sweep net
C07,Juliana_Hipolito_Coffea_arabica_Brazil_2014,-13.2994441986084,-41.3488883972168,Coffea arabica,conventional,4.0,1.0,40.0,2014,sweep net
C09,Juliana_Hipolito_Coffea_arabica_Brazil_2014,-13.319167137146,-41.3258323669434,Coffea arabica,conventional,1.0,0.0,40.0,2014,sweep net
C17,Juliana_Hipolito_Coffea_arabica_Brazil_2014,-13.0383329391479,-41.4249992370605,Coffea arabica,conventional,1.0,2.0,40.0,2014,sweep net
O01,Juliana_Hipolito_Coffea_arabica_Brazil_2014,-13.5094442367554,-41.460277557373,Coffea arabica,organic,2.0,0.0,40.0,2014,sweep net
O03,Juliana_Hipolito_Coffea_arabica_Brazil_2014,-13.4497222900391,-41.3047218322754,Coffea arabica,organic,1.0,1.0,40.0,2014,sweep net
O04,Juliana_Hipolito_Coffea_arabica_Brazil_2014,-13.4138889312744,-41.3152770996094,Coffea arabica,organic,1.0,0.0,40.0,2014,sweep net
O07,Juliana_Hipolito_Coffea_arabica_Brazil_2014,-13.3691672,-41.3285047,Coffea arabica,organic,8.0,0.0,40.0,2014,sweep net
O08,Juliana_Hipolito_Coffea_arabica_Brazil_2014,-13.3613891601562,-41.3600006103516,Coffea arabica,organic,2.0,0.0,40.0,2014,sweep net
O09,Juliana_Hipolito_Coffea_arabica_Brazil_2014,-13.352222442627,-41.3211097717285,Coffea arabica,organic,1.0,0.0,40.0,2014,sweep net
O14,Juliana_Hipolito_Coffea_arabica_Brazil_2014,-13.3216667175293,-41.2983322143555,Coffea arabica,organic,1.0,1.0,40.0,2014,sweep net
1,Juliana_Hipolito_Mangifera_indica_Brazil_2005,-9.45888900756836,-40.4625015258789,Mangifera indica,conventional,2.0,0.0,2880.0,2005,sweep net
2,Juliana_Hipolito_Mangifera_indica_Brazil_2005,-9.48916625976562,-40.435001373291,Mangifera indica,conventional,1.0,0.0,1440.0,2005,sweep net
3,Juliana_Hipolito_Mangifera_indica_Brazil_2005,-9.45222187042236,-40.3805541992188,Mangifera indica,conventional,7.0,0.0,1440.0,2005,sweep net
4,Juliana_Hipolito_Mangifera_indica_Brazil_2005,-9.51472187042236,-40.3366661071777,Mangifera indica,conventional,3.0,0.0,1440.0,2005,sweep net
c.IAJ.C,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.141402,-7.805607,Malus domestica,conventional,3.0,15.0,147.0,2018,transects
c.IAJ.E,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.141447,-7.804151,Malus domestica,conventional,3.0,10.0,143.0,2018,transects
c.LHO.C,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.141215,-8.739443,Malus domestica,conventional,8.0,5.0,142.0,2018,transects
c.LHO.E,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.141537,-8.738346,Malus domestica,conventional,4.0,8.0,155.0,2018,transects
c.LWO.C,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.358061,-7.476684,Malus domestica,conventional,0.0,10.0,146.0,2018,transects
c.LWO.E,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.357896,-7.475144,Malus domestica,conventional,6.0,5.0,146.0,2018,transects
c.MFO.C,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.583161,-7.296903,Malus domestica,conventional,2.0,5.0,148.0,2018,transects
c.MFO.E,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.583281,-7.296022,Malus domestica,conventional,3.0,6.0,143.0,2018,transects
d.BAF.C,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.226408,-6.573203,Malus domestica,conventional,11.0,54.0,208.0,2018,transects
d.BAF.E,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.225487,-6.573774,Malus domestica,conventional,6.0,52.0,194.0,2018,transects
d.IAJ.C,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.138815,-7.808374,Malus domestica,conventional,0.0,8.0,211.0,2018,transects
d.IAJ.E,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.138606,-7.808374,Malus domestica,conventional,8.0,13.0,199.8,2018,transects
d.LIA.C,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.304403,-7.280924,Malus domestica,conventional,3.0,29.0,207.0,2018,transects
d.LIA.E,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.304991,-7.279732,Malus domestica,conventional,7.0,22.0,208.0,2018,transects
d.TAF.C,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.380339,-7.843109,Malus domestica,conventional,3.0,12.0,215.0,2018,transects
d.TAF.E,Katherine_LW_Burns_Malus_domestica_Ireland_2018,52.379538,-7.844695,Malus domestica,conventional,7.0,7.0,205.0,2018,transects
JGF.19.C,Katherine_LW_Burns_Vicia_faba_Ireland_2019,52.933482,-6.932175,Vicia faba,conventional,0.0,14.0,240.0,2019,focal observations
KSF.19.C,Katherine_LW_Burns_Vicia_faba_Ireland_2019,52.876487,-6.899818,Vicia faba,conventional,0.0,7.0,240.0,2019,focal observations
KSF.19.E,Katherine_LW_Burns_Vicia_faba_Ireland_2019,52.876653,-6.900544,Vicia faba,conventional,0.0,5.0,240.0,2019,focal observations
NGF.19.C,Katherine_LW_Burns_Vicia_faba_Ireland_2019,52.9975065,-6.7041996,Vicia faba,conventional,0.0,30.0,240.0,2019,focal observations
NGF.19.E,Katherine_LW_Burns_Vicia_faba_Ireland_2019,52.9971347,-6.7050235,Vicia faba,conventional,0.0,24.0,240.0,2019,focal observations
SBF.19.C,Katherine_LW_Burns_Vicia_faba_Ireland_2019,52.818051,-6.122784,Vicia faba,conventional,0.0,9.0,240.0,2019,focal observations
SBF.19.E,Katherine_LW_Burns_Vicia_faba_Ireland_2019,52.818266,-6.122188,Vicia faba,conventional,0.0,14.0,240.0,2019,focal observations
1,Katrine_Hansen_Psidium_guajava_Thailand_2019,6.98899984359741,100.616607666016,Psidium guajava,conventional,165.0,0.0,,2019,focal observations
3,Katrine_Hansen_Psidium_guajava_Thailand_2019,7.04843282699585,100.44913482666,Psidium guajava,conventional,5.0,0.0,,2019,focal observations
4,Katrine_Hansen_Psidium_guajava_Thailand_2019,6.90807914733887,100.502342224121,Psidium guajava,conventional,66.0,0.0,,2019,focal observations
S1,Louis_Sutter_Brassica_napus_Switzerland_2014,47.53631,8.37439,Brassica napus,conventional,8.0,6.0,288.0,2014,sweep net
S2,Louis_Sutter_Brassica_napus_Switzerland_2014,47.47694,8.469864,Brassica napus,conventional,14.0,0.0,288.0,2014,sweep net
S3,Louis_Sutter_Brassica_napus_Switzerland_2014,47.47129,8.389589,Brassica napus,conventional,14.0,0.0,288.0,2014,sweep net
S4,Louis_Sutter_Brassica_napus_Switzerland_2014,47.61216,8.530445,Brassica napus,conventional,10.0,0.0,288.0,2014,sweep net
S5,Louis_Sutter_Brassica_napus_Switzerland_2014,47.59069,8.502255,Brassica napus,conventional,14.0,0.0,288.0,2014,sweep net
S6,Louis_Sutter_Brassica_napus_Switzerland_2014,47.53549,8.326349,Brassica napus,conventional,5.0,0.0,288.0,2014,sweep net
S7,Louis_Sutter_Brassica_napus_Switzerland_2014,47.49965,8.441767,Brassica napus,conventional,8.0,2.0,288.0,2014,sweep net
S8,Louis_Sutter_Brassica_napus_Switzerland_2014,47.41778,8.529269,Brassica napus,conventional,7.0,1.0,288.0,2014,sweep net
S9,Louis_Sutter_Brassica_napus_Switzerland_2014,47.58498,8.475977,Brassica napus,conventional,29.0,0.0,288.0,2014,sweep net
S10,Louis_Sutter_Brassica_napus_Switzerland_2014,47.5866,8.564512,Brassica napus,conventional,11.0,2.0,288.0,2014,sweep net
S11,Louis_Sutter_Brassica_napus_Switzerland_2014,47.49948,8.383285,Brassica napus,conventional,14.0,1.0,288.0,2014,sweep net
S12,Louis_Sutter_Brassica_napus_Switzerland_2014,47.52976,8.268525,Brassica napus,conventional,10.0,9.0,288.0,2014,sweep net
S13,Louis_Sutter_Brassica_napus_Switzerland_2014,47.58226,8.520232,Brassica napus,conventional,47.0,0.0,288.0,2014,sweep net
S14,Louis_Sutter_Brassica_napus_Switzerland_2014,47.43754,8.490246,Brassica napus,conventional,2.0,1.0,288.0,2014,sweep net
S15,Louis_Sutter_Brassica_napus_Switzerland_2014,47.56304,8.518445,Brassica napus,conventional,6.0,1.0,288.0,2014,sweep net
S16,Louis_Sutter_Brassica_napus_Switzerland_2014,47.51309,8.339039,Brassica napus,conventional,1.0,0.0,288.0,2014,sweep net
S17,Louis_Sutter_Brassica_napus_Switzerland_2014,47.51272,8.361057,Brassica napus,conventional,2.0,0.0,288.0,2014,sweep net
S18,Louis_Sutter_Brassica_napus_Switzerland_2014,47.49386,8.408321,Brassica napus,conventional,8.0,1.0,288.0,2014,sweep net
carv01_01,Luisa_G_Carvalheiro_Mangifera_indica_South_Africa_2008,-24.432472,30.857639,Mangifera indica,organic,6.0,0.0,,2008,sweep net
carv01_06,Luisa_G_Carvalheiro_Mangifera_indica_South_Africa_2008,-24.403333,30.862972,Mangifera indica,conventional,1.0,0.0,,2008,sweep net
carv01_11,Luisa_G_Carvalheiro_Mangifera_indica_South_Africa_2008,-24.420389,30.839889,Mangifera indica,organic,1.0,0.0,,2008,sweep net
carv03_Bavaria_L_LB1,Luisa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,-24.40451,30.88588,Mangifera indica,organic,1.0,0.0,,2009,sweep net
carv03_Moriah_A24,Luisa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,-24.42757,30.85806,Mangifera indica,organic,1.0,0.0,,2009,sweep net
carv03_Moriah_B30,Luisa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,-24.43487,30.85165,Mangifera indica,organic,3.0,0.0,,2009,sweep net
carv03_Moriah_B48,Luisa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,-24.43096,30.85091,Mangifera indica,organic,4.0,0.0,,2009,sweep net
carv03_Moriah_B53/54,Luisa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,-24.43018,30.85016,Mangifera indica,organic,1.0,0.0,,2009,sweep net
